"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
1,0.238224860376036,0.163074998260921,0.041172338956928,0.0322586368373393,0.0220824020542819,0.163074998260921,0.304051121218363,0.304051121218363,0.0262176875118606,0.074963219752206,0,0.243677156414128,0.19361341827272,0,0.19361341827272,0.19361341827272,0.0322586368373393,0.304051121218363,0.238224860376036,0.163074998260921,0.041172338956928,0.041172338956928,0,0.304051121218363,0,0.19361341827272,0.041172338956928,0.0322586368373393,0.243677156414128,0,0.19361341827272,0.0322586368373393,0.238224860376036,0.0322586368373393,0.238224860376036,0.041172338956928,0,0.479833079146011,0.19361341827272,0.0262176875118606,0.0322586368373393,0.0262176875118606,0.0262176875118606,0.304051121218363,0.0220824020542819,0.0262176875118606,0,0.041172338956928,0.19361341827272,0.238224860376036,0.163074998260921,0.107359912685637,0.304051121218363,0,0.0322586368373393
0.238224860376036,1,0.206873557102869,0.0476199206365212,0.0384622300306098,0.0280132767810044,0.206873557102869,0.351665478053376,0.351665478053376,0.0322586368373393,0.0823790970344355,0,0.274166873716867,0.238224860376036,0,0.238224860376036,0.238224860376036,0.0384622300306098,0.833333027777218,0.284037401363075,0.206873557102869,0.0476199206365212,0.0476199206365212,0,0.351665478053376,0,0.238224860376036,0.0476199206365212,0.0384622300306098,0.274166873716867,0,0.238224860376036,0.0384622300306098,0.284037401363075,0.0384622300306098,0.284037401363075,0.0476199206365212,0,0.517415250935496,0.238224860376036,0.0322586368373393,0.0384622300306098,0.0322586368373393,0.0322586368373393,0.351665478053376,0.0280132767810044,0.0322586368373393,0,0.0476199206365212,0.238224860376036,0.284037401363075,0.206873557102869,0.115768709113422,0.351665478053376,0,0.0384622300306098
0.163074998260921,0.206873557102869,1,0.0367619429090039,0.0280132767810044,0.0180216412275933,0.133086930698233,0.271481053610807,0.271481053610807,0.0220824020542819,0.0698989009481177,0,0.222834702756658,0.163074998260921,0,0.163074998260921,0.163074998260921,0.0280132767810044,0.271481053610807,0.206873557102869,0.133086930698233,0.0367619429090039,0.0367619429090039,0,0.271481053610807,0,0.163074998260921,0.0367619429090039,0.0280132767810044,0.222834702756658,0,0.163074998260921,0.0280132767810044,0.323546929785103,0.0280132767810044,0.206873557102869,0.0367619429090039,0,0.454209031844851,0.163074998260921,0.0220824020542819,0.0280132767810044,0.0220824020542819,0.0220824020542819,0.424592019495871,0.0180216412275933,0.0220824020542819,0,0.0367619429090039,0.163074998260921,0.206873557102869,0.133086930698233,0.10162667835798,0.271481053610807,0,0.0280132767810044
0.041172338956928,0.0476199206365212,0.0367619429090039,1,0.0476199206365212,0.0367619429090039,0.0367619429090039,0.0571439257166366,0.0571439257166366,0.041172338956928,0.0933602719681705,0,0.0714299464323527,0.041172338956928,0,0.041172338956928,0.041172338956928,0.0476199206365212,0.0571439257166366,0.0476199206365212,0.0367619429090039,0.0571439257166366,0.0571439257166366,0,0.0571439257166366,0,0.041172338956928,0.0571439257166366,0.0476199206365212,0.0714299464323527,0,0.041172338956928,0.833333027777218,0.0476199206365212,0.0476199206365212,0.0476199206365212,0.0571439257166366,0,0.128249502550101,0.041172338956928,0.041172338956928,0.0476199206365212,0.041172338956928,0.041172338956928,0.0571439257166366,0.0367619429090039,0.041172338956928,0,0.0571439257166366,0.041172338956928,0.0476199206365212,0.0367619429090039,0.128249502550101,0.0571439257166366,0,0.0476199206365212
0.0322586368373393,0.0384622300306098,0.0280132767810044,0.0476199206365212,1,0.125202196225305,0.0280132767810044,0.0476199206365212,0.0476199206365212,0.078342403747824,0.200063521369343,0,0.0613432731147329,0.0322586368373393,0,0.0322586368373393,0.0322586368373393,0.444229946263574,0.0476199206365212,0.0384622300306098,0.0280132767810044,0.0476199206365212,0.0476199206365212,0,0.0476199206365212,0,0.0322586368373393,0.0476199206365212,0.0384622300306098,0.0613432731147329,0,0.0322586368373393,0.0384622300306098,0.0384622300306098,0.093408272931481,0.0384622300306098,0.115648378688694,0,0.115768709113422,0.0322586368373393,0.078342403747824,0.093408272931481,0.078342403747824,0.078342403747824,0.0476199206365212,0.0680322436110106,0.078342403747824,0,0.115648378688694,0.0322586368373393,0.0384622300306098,0.0280132767810044,0.281152579275452,0.0476199206365212,0,0.284037401363075
0.0220824020542819,0.0280132767810044,0.0180216412275933,0.0367619429090039,0.125202196225305,1,0.0180216412275933,0.0367619429090039,0.0367619429090039,0.053628690703256,0.169754473731143,0,0.0498579928542293,0.0220824020542819,0,0.0220824020542819,0.0220824020542819,0.125202196225305,0.0367619429090039,0.0280132767810044,0.0180216412275933,0.0367619429090039,0.0367619429090039,0,0.0367619429090039,0,0.0220824020542819,0.0367619429090039,0.0280132767810044,0.0498579928542293,0,0.0220824020542819,0.0280132767810044,0.0280132767810044,0.0680322436110106,0.0280132767810044,0.0892790042075809,0,0.10162667835798,0.0220824020542819,0.053628690703256,0.0680322436110106,0.053628690703256,0.053628690703256,0.0367619429090039,0.043766842981298,0.053628690703256,0,0.0892790042075809,0.0220824020542819,0.0280132767810044,0.0180216412275933,0.246807647440809,0.0367619429090039,0,0.125202196225305
0.163074998260921,0.206873557102869,0.133086930698233,0.0367619429090039,0.0280132767810044,0.0180216412275933,1,0.271481053610807,0.271481053610807,0.0220824020542819,0.0698989009481177,0,0.222834702756658,0.163074998260921,0,0.163074998260921,0.163074998260921,0.0280132767810044,0.271481053610807,0.206873557102869,0.133086930698233,0.0367619429090039,0.0367619429090039,0,0.271481053610807,0,0.163074998260921,0.0367619429090039,0.0280132767810044,0.222834702756658,0,0.163074998260921,0.0280132767810044,0.206873557102869,0.0280132767810044,0.206873557102869,0.0367619429090039,0,0.454209031844851,0.163074998260921,0.0220824020542819,0.0280132767810044,0.0220824020542819,0.0220824020542819,0.271481053610807,0.0180216412275933,0.0220824020542819,0,0.0367619429090039,0.163074998260921,0.206873557102869,0.133086930698233,0.10162667835798,0.271481053610807,0,0.0280132767810044
0.304051121218363,0.351665478053376,0.271481053610807,0.0571439257166366,0.0476199206365212,0.0367619429090039,0.271481053610807,1,0.659999251998354,0.041172338956928,0.0933602719681705,0,0.319248127932352,0.304051121218363,0,0.47553108355459,0.47553108355459,0.0476199206365212,0.421998728397202,0.351665478053376,0.424592019495871,0.0571439257166366,0.0571439257166366,0,0.421998728397202,0,0.304051121218363,0.0571439257166366,0.0476199206365212,0.319248127932352,0,0.304051121218363,0.0476199206365212,0.351665478053376,0.0476199206365212,0.549999174998487,0.0571439257166366,0,0.573196756295348,0.304051121218363,0.041172338956928,0.0476199206365212,0.041172338956928,0.041172338956928,0.421998728397202,0.0367619429090039,0.041172338956928,0,0.0571439257166366,0.47553108355459,0.549999174998487,0.271481053610807,0.128249502550101,0.659999251998354,0,0.0476199206365212
0.304051121218363,0.351665478053376,0.271481053610807,0.0571439257166366,0.0476199206365212,0.0367619429090039,0.271481053610807,0.659999251998354,1,0.041172338956928,0.0933602719681705,0,0.319248127932352,0.304051121218363,0,0.47553108355459,0.47553108355459,0.0476199206365212,0.421998728397202,0.351665478053376,0.424592019495871,0.0571439257166366,0.0571439257166366,0,0.421998728397202,0,0.304051121218363,0.0571439257166366,0.0476199206365212,0.319248127932352,0,0.304051121218363,0.0476199206365212,0.351665478053376,0.0476199206365212,0.549999174998487,0.0571439257166366,0,0.573196756295348,0.304051121218363,0.041172338956928,0.0476199206365212,0.041172338956928,0.041172338956928,0.421998728397202,0.0367619429090039,0.041172338956928,0,0.0571439257166366,0.720502458320628,0.549999174998487,0.271481053610807,0.128249502550101,0.659999251998354,0,0.0476199206365212
0.0262176875118606,0.0322586368373393,0.0220824020542819,0.041172338956928,0.078342403747824,0.053628690703256,0.0220824020542819,0.041172338956928,0.041172338956928,1,0.182053533683929,0,0.0545213728963117,0.0262176875118606,0,0.0262176875118606,0.0262176875118606,0.078342403747824,0.041172338956928,0.0322586368373393,0.0220824020542819,0.041172338956928,0.041172338956928,0,0.041172338956928,0,0.0262176875118606,0.041172338956928,0.0322586368373393,0.0545213728963117,0,0.0262176875118606,0.0322586368373393,0.0322586368373393,0.078342403747824,0.0322586368373393,0.0999899660382537,0,0.107359912685637,0.0262176875118606,0.117177011532601,0.078342403747824,0.117177011532601,0.0636715268145186,0.041172338956928,0.053628690703256,0.117177011532601,0,0.0999899660382537,0.0262176875118606,0.0322586368373393,0.0220824020542819,0.260731216522262,0.041172338956928,0,0.078342403747824
